_REC_TIME,gen_LATI,gen_LONG,Penggunaan,Pengenal,Status_T_1,Affilias_1,Potensi__1,HKM,Status_P_1,Posisi_B_1,KECAMATAN,DESA
05/20/2025 10:39:46.936 GMT+07:00,"-7,72554038708","112,05595962700",Gereja Kristen,Gereja Baptis Indonesia Tri Bakti Minggiran,SHM,Diluar Agama Islam,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Papar,Minggiran
05/20/2025 10:42:56.030 GMT+07:00,"-7,72698061356","112,05658525200",Gereja Kristen,Gereja Pentakosta Kristus Alfa dan Omega,SHM,Diluar Agama Islam,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Papar,Minggiran
05/20/2025 10:44:28.495 GMT+07:00,"-7,72715104858","112,05683067400",Masjid,Masjid Al Ruchin,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Papar,Minggiran
05/20/2025 10:46:27.319 GMT+07:00,"-7,72610551476","112,05835316300",Masjid,Masjid Al Ihsan,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Papar,Minggiran
05/20/2025 10:48:10.512 GMT+07:00,"-7,72615335599","112,05882489700",Musholla,Musholla Baitussalam SDN Minggiran 2,SHP,Pemerintah,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Papar,Minggiran
05/20/2025 10:52:38.042 GMT+07:00,"-7,72975060011","112,05886966700",Musholla,Musholla Nurul Iman,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Papar,Minggiran
05/20/2025 11:54:20.168 GMT+07:00,"-7,72892046741","112,02994956700",Musholla,Musholla Darussalam,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Papar,Purwotengah
05/20/2025 11:58:35.017 GMT+07:00,"-7,72656166979","112,02925320700",Pendidikan,Pondok Pesantren Putri Ar Rahmah,SHM,Yayasan,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Papar,Purwotengah
05/20/2025 11:58:46.218 GMT+07:00,"-7,72658193601","112,02935345500",Pendidikan,Pondok Pesantren Putri Ar Rohmah,SHM,Yayasan,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Papar,Purwotengah
05/20/2025 12:02:00.518 GMT+07:00,"-7,72690287167","112,02925991300",Pendidikan,MTs MA Arrahmah,C Desa/Petok,Yayasan,Daftar dari C Desa/Petok,HKM dokumen,Sudah,BPN,Kecamatan Papar,Purwotengah
05/20/2025 12:05:55.380 GMT+07:00,"-7,72722779493","112,03050378700",Pendidikan,Pondok Pesantren Arrohmah,SHM,Yayasan,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Papar,Purwotengah
05/20/2025 12:05:57.956 GMT+07:00,"-7,72726932382","112,03063052100",Pendidikan,Pondok Pesantren Arrohmah,SHM,Yayasan,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Papar,Purwotengah
05/20/2025 12:05:59.188 GMT+07:00,"-7,72731782875","112,03073915100",Pendidikan,Pondok Pesantren Arrohmah,SHM,Yayasan,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Papar,Purwotengah
05/20/2025 12:06:02.391 GMT+07:00,"-7,72739955824","112,03095641000",Pendidikan,Pondok Pesantren Arrohmah,SHM,Yayasan,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Papar,Purwotengah
05/20/2025 12:10:33.277 GMT+07:00,"-7,72682712267","112,02874258200",Masjid,Masjid Arrohmah,SHW,Yayasan,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Papar,Purwotengah
05/20/2025 12:12:30.118 GMT+07:00,"-7,72656166979","112,02899504500",Pendidikan,Kantor YPI Arrahmah,SHM,Yayasan,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Papar,Purwotengah
05/20/2025 12:14:23.037 GMT+07:00,"-7,72674904893","112,02847469600",Pendidikan,Pondok Modern Arrahmah,SHW,Yayasan,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Papar,Purwotengah
05/20/2025 12:16:00.981 GMT+07:00,"-7,72641449124","112,02857628500",Pendidikan,LKSA / Panti Asuhan Arrahmah,SHW,Yayasan,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Papar,Purwotengah
05/20/2025 12:18:00.813 GMT+07:00,"-7,72714307609","112,02865675100",Pendidikan,MI Arrahmah,C Desa/Petok,Yayasan,Daftar dari C Desa/Petok,Tidak ada,Sudah,BPN,Kecamatan Papar,Purwotengah
05/20/2025 12:19:14.381 GMT+07:00,"-7,72735570370","112,02879924300",Pendidikan,YPI Arrahmah,C Desa/Petok,Yayasan,Daftar dari C Desa/Petok,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Papar,Purwotengah
05/20/2025 12:21:13.076 GMT+07:00,"-7,72661947821","112,02811159200",Pendidikan,PAUD Arrahmah,SHW,Yayasan,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Papar,Purwotengah
05/20/2025 12:23:37.420 GMT+07:00,"-7,72714174689","112,02830839900",Pendidikan,RA Arrahmah 1,SHW,Yayasan,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Papar,Purwotengah
05/20/2025 12:26:45.665 GMT+07:00,"-7,72984761717","112,03168228300",Musholla,Musholla Al Bisri,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Sudah,PIC Badan Keagamaan,Kecamatan Papar,Purwotengah
05/20/2025 12:27:54.863 GMT+07:00,"-7,72990690228","112,03189216600",Musholla,Musholla Al Bisri,SHM,Perorangan/Desa,Wakaf Seluruhnya,Tidak ada,Sudah,BPN,Kecamatan Papar,Purwotengah
05/20/2025 12:34:41.026 GMT+07:00,"-7,72797298936","112,02820379300",Pendidikan,SMK Arrahmah,SHW,Yayasan,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Papar,Purwotengah
05/20/2025 12:54:21.499 GMT+07:00,"-7,73106903861","112,05017846100",Musholla,Musholla Al Jihad,SHM,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Papar,Purwotengah
05/20/2025 13:02:02.356 GMT+07:00,"-7,72705204402","112,04859897500",Musholla,Musholla Al Falah,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,HKM waris,Tidak ada,Tidak Ada,Kecamatan Papar,Purwotengah
05/20/2025 13:06:41.175 GMT+07:00,"-7,72626990004","112,04133811700",Masjid,Masjid Waqof Yusuf,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Papar,Purwotengah
05/20/2025 10:02:45.250 GMT+07:00,"-7,73039760477","112,06377826600",Musholla,Musholla At Taubat,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Papar,Kwaron
05/20/2025 10:07:03.950 GMT+07:00,"-7,73229828324","112,06352613900",Musholla,Musholla dan tanah Muhammadiyah,SHW,BH Muhammadiyah,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Papar,Kwaron
05/20/2025 10:10:46.660 GMT+07:00,"-7,73246439701","112,06160064800",Masjid,Masjid Baiturrohmah,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Papar,Kwaron
05/20/2025 10:13:26.871 GMT+07:00,"-7,73258865005","112,06161238300",Lainnya,Wakaf masjid Baiturrohmah,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Papar,Kwaron
05/20/2025 10:21:26.457 GMT+07:00,"-7,72742912705","112,06844531000",Musholla,Musholla Al Ishlah,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Papar,Kwaron
05/20/2025 10:38:13.644 GMT+07:00,"-7,72546530178","112,05958195000",Musholla,Musholla Sunan Kalijogo,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Papar,Minggiran
05/20/2025 10:42:17.585 GMT+07:00,"-7,72553208094","112,06357274200",Masjid,Masjid Darul Ulum,SHW,Perorangan,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Papar,Minggiran
05/20/2025 10:44:44.789 GMT+07:00,"-7,72547859106","112,06332732000",Masjid,wakaf masjid Darul Ulum,SHW,Perorangan,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Papar,Minggiran
05/20/2025 10:49:14.376 GMT+07:00,"-7,72638558703","112,06397708500",Musholla,Musholla Thoriqul Mantab,SHM,BH NU,Wakaf Sebagian,Tidak ada,Belum,Tidak Ada,Kecamatan Papar,Minggiran
05/20/2025 10:53:25.596 GMT+07:00,"-7,72624538542","112,06556730000",Musholla,Musholla Nurul Huda,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Papar,Minggiran
05/20/2025 10:57:47.378 GMT+07:00,"-7,72460448601","112,06289582000",Musholla,Musholla sunan Kalijogo,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Papar,Minggiran
05/20/2025 11:53:27.149 GMT+07:00,"-7,73122181723","112,03064433300",Masjid,Masjid Jami' Al Manaf,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Papar,Purwotengah
05/20/2025 11:56:55.794 GMT+07:00,"-7,73103091724","112,02973780000",Musholla,Musholla Al Ikhlas,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Papar,Purwotengah
05/20/2025 11:58:58.551 GMT+07:00,"-7,73030516705","112,02810780000",Musholla,Musholla Al Ikhlas,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Papar,Purwotengah
05/20/2025 12:01:08.302 GMT+07:00,"-7,73040986702","112,02738953300",Musholla,Musholla Al Amin,SHM,BH NU,Wakaf Sebagian,Tidak ada,Belum,Tidak Ada,Kecamatan Papar,Purwotengah
05/20/2025 12:04:11.277 GMT+07:00,"-7,73166073765","112,02868022000",Musholla,Musholla Al Barokah,SHM,BH NU,Wakaf Sebagian,HKM biaya,Belum,Tidak Ada,Kecamatan Papar,Purwotengah
05/20/2025 12:07:47.147 GMT+07:00,"-7,73197328264","112,03370416700",Musholla,Musholla Nurul Iman,SHM,Perorangan,Wakaf Sebagian,Tidak ada,Belum,Tidak Ada,Kecamatan Papar,Purwotengah
05/20/2025 12:12:38.921 GMT+07:00,"-7,73808631273","112,03551080100",Masjid,Masjid Al Irsyad,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Belum,Tidak Ada,Kecamatan Papar,Purwotengah
05/20/2025 12:12:50.374 GMT+07:00,"-7,73805375458","112,03539814800",Masjid,Masjid Al Irsyad,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Belum,Tidak Ada,Kecamatan Papar,Purwotengah
05/20/2025 12:15:18.219 GMT+07:00,"-7,73875873223","112,03546755000",Masjid,Masjid Al Amin,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Belum,Tidak Ada,Kecamatan Papar,Purwotengah
05/20/2025 12:35:52.020 GMT+07:00,"-7,73876351662","112,04410571700",Musholla,Musholla Al Hikmah,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Belum,Tidak Ada,Kecamatan Papar,Purwotengah
05/20/2025 12:39:35.106 GMT+07:00,"-7,73630924787","112,04495150600",Musholla,Musholla Nurul Muttaqin,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Belum,Tidak Ada,Kecamatan Papar,Purwotengah
05/20/2025 12:44:01.205 GMT+07:00,"-7,73400028169","112,04541854600",Masjid,Masjid Al A'lam,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Papar,Purwotengah
05/20/2025 12:48:18.156 GMT+07:00,"-7,73242818401","112,04831499600",Masjid,Masjid dan yayasan Baturrahman,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Papar,Purwotengah
05/20/2025 12:51:27.211 GMT+07:00,"-7,73068923332","112,04824640000",Lainnya,Keagamaan Nu punden Rt 4 RW 3,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Belum,Tidak Ada,Kecamatan Papar,Purwotengah
05/20/2025 12:57:11.036 GMT+07:00,"-7,72979028899","112,04887725400",Musholla,Musholla Al Aqobah,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Belum,Tidak Ada,Kecamatan Papar,Purwotengah
05/20/2025 12:59:30.678 GMT+07:00,"-7,72898396674","112,04936876900",Musholla,Musholla Al Karim,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Papar,Purwotengah
05/20/2025 13:03:55.945 GMT+07:00,"-7,72581647175","112,04330463000",Musholla,Musholla Baitil Mustakin,SHM,BH NU,Wakaf Sebagian,Tidak ada,Belum,Tidak Ada,Kecamatan Papar,Purwotengah
05/20/2025 13:07:24.295 GMT+07:00,"-7,72659921198","112,03813064800",Musholla,Musholla Al Mukri,C Desa/Petok,Perorangan,Daftar dari C Desa/Petok,Tidak ada,Sudah,Tidak Ada,Kecamatan Papar,Purwotengah
20-05-2025 10:46:51.194 +0700,"-7,62201803420","112,12708534400",Musholla,AR ROFAH,SHM,,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Desa,Kecamatan Purwoasri,Woromarto
20-05-2025 10:47:41.318 +0700,"-7,62071739779","112,12499155100",Musholla,AN NUR,SHW,,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Desa,Kecamatan Purwoasri,Woromarto
20-05-2025 10:48:57.821 +0700,"-7,61980641334","112,12575887500",Musholla,AR ROHMAN,SHM,,Wakaf Seluruhnya,Tidak ada,Belum,Tidak Ada,Kecamatan Purwoasri,Woromarto
20-05-2025 10:50:06.771 +0700,"-7,61922486583","112,12543387400",Musholla,ROUDATUL MUSTHOFA,SHM,,Wakaf Sebagian,HKM dokumen,Belum,Tidak Ada,Kecamatan Purwoasri,Woromarto
20-05-2025 10:52:29.309 +0700,"-7,62120916867","112,12856845800",Masjid,AL KAUTSAR,Perlu Konfirmasi,,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Purwoasri,Woromarto
20-05-2025 10:15:59.611 +0700,"-7,62247418923","112,14251131900",Masjid,AHMAD SALAM,SHM,BH LDII,Perlu Konfirmasi,Tidak ada,Belum,PIC Badan Keagamaan,Kecamatan Purwoasri,Woromarto
20-05-2025 10:15:26.980 +0700,"-7,62188549122","112,14099380700",Musholla,AN - NUR,SHW,,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Desa,Kecamatan Purwoasri,Woromarto
20-05-2025 10:17:01.274 +0700,"-7,62106472406","112,13948194700",Masjid,AL - KARIM,SHW,,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Desa,Kecamatan Purwoasri,Woromarto
20-05-2025 10:18:37.643 +0700,"-7,62043905582","112,13707463200",Musholla,AT - TOYIB,SHM,,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Desa,Kecamatan Purwoasri,Woromarto
20-05-2025 10:28:32.231 +0700,"-7,62197513744","112,13834898800",Musholla,AL MAHMUDI,SHM,,Wakaf Sebagian,Tidak ada,,Desa,Kecamatan Purwoasri,Woromarto
20-05-2025 11:16:35.477 +0700,"-7,62385126173","112,13307790000",Pertanian,kemakmuran,SHW,,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Purwoasri,Woromarto
20-05-2025 10:58:52.641 +0700,"-7,62270132920","112,14055736800",Musholla,AL AQSHA,SHM,Yayasan,Perlu Konfirmasi,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Purwoasri,Woromarto
20-05-2025 10:25:45.263 +0700,"-7,62246380476","112,14154332100",Musholla,AR ROHMAT,SHM,,Wakaf Sebagian,Tidak ada,Belum,Tidak Ada,Kecamatan Purwoasri,Woromarto
20-05-2025 10:22:47.526 +0700,"-7,62075217907","112,13800459800",Musholla,AL - MASYKUR,SHM,,Perlu Konfirmasi,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Purwoasri,Woromarto
20-05-2025 10:56:44.327 +0700,"-7,62565159924","112,14598446300",Masjid,SAHID AL NUR HASAN,SHM,Yayasan,Perlu Konfirmasi,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Purwoasri,Woromarto
20-05-2025 13:00:50.330 +0700,"-7,61683832593","112,14774022900",Masjid,AL FAJAR,SHW,,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Purwoasri,Dawuhan
20-05-2025 13:18:24.392 +0700,"-7,61698830856","112,14794318000",Pendidikan,BUMI AL FAJAR,Perlu Konfirmasi,,Perlu Konfirmasi,Tidak ada,Belum,Tidak Ada,Kecamatan Purwoasri,Dawuhan
20-05-2025 13:21:13.134 +0700,"-7,61678946216","112,14760949600",Lainnya,PERLUASAN MASJID,SHM,,Wakaf Seluruhnya,Tidak ada,Belum,Tidak Ada,Kecamatan Purwoasri,Dawuhan
20-05-2025 13:06:18.097 +0700,"-7,61497190443","112,14866800400",Musholla,AL IRSYAD,SHW,,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Desa,Kecamatan Purwoasri,Dawuhan
20-05-2025 13:07:56.163 +0700,"-7,61619298142","112,14574612700",Musholla,BAITUS SALAM,SHW,,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Desa,Kecamatan Purwoasri,Dawuhan
20-05-2025 13:03:21.443 +0700,"-7,61899284165","112,14703422200",Musholla,AL HUDA,SHW,,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Desa,Kecamatan Purwoasri,Dawuhan
20-05-2025 13:04:17.821 +0700,"-7,61984801687","112,14763211200",Musholla,AL ISHLAH,SHM,,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Desa,Kecamatan Purwoasri,Dawuhan
20-05-2025 13:05:12.432 +0700,"-7,62045049969","112,14804890800",Musholla,BAITUR ROHMAN,SHM,,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Desa,Kecamatan Purwoasri,Dawuhan
20-05-2025 13:42:08.042 +0700,"-7,61959336124","112,15505740600",Pertanian,KEMAKMURAN MASJID,SHM,,Wakaf Seluruhnya,Tidak ada,Belum,Tidak Ada,Kecamatan Purwoasri,Dawuhan
05/20/2025 10:33:32.702 GMT+07:00,"-7,62300622366","112,14453153300",Musholla,AS SARIF,SHM,BH NU,Daftar dari C Desa/Petok,HKM biaya,Belum,Tidak Ada,Kecamatan Purwoasri,Woromarto
05/20/2025 10:34:33.756 GMT+07:00,"-7,62377519617","112,14646071200",Musholla,AL QUDDUS,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Purwoasri,Woromarto
05/20/2025 10:35:19.688 GMT+07:00,"-7,62221432203","112,14660622200",Masjid,AL FIRDAUS,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Purwoasri,Woromarto
05/20/2025 10:37:09.377 GMT+07:00,"-7,62192786728","112,14892432100",Musholla,SITI HAJAR,SHM,BH NU,Perlu Konfirmasi,Tidak ada,Belum,Tidak Ada,Kecamatan Purwoasri,Woromarto
05/20/2025 10:38:54.419 GMT+07:00,"-7,62516293102","112,14669607600",Musholla,AL MUBAROK,C Desa/Petok,BH NU,Perlu Konfirmasi,Tidak ada,Belum,Desa,Kecamatan Purwoasri,Woromarto
05/20/2025 10:40:07.679 GMT+07:00,"-7,62653570656","112,14405443500",Musholla,BAITURROHMAN,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Desa,Kecamatan Purwoasri,Woromarto
05/20/2025 10:41:30.783 GMT+07:00,"-7,62823281269","112,14490301900",Musholla,BAITUL MUHIBBIN,SHM,BH NU,Wakaf Sebagian,HKM keberatan,Belum,Tidak Ada,Kecamatan Purwoasri,Woromarto
05/20/2025 10:43:07.623 GMT+07:00,"-7,62083820822","112,12665628600",Masjid,AT TAQWA,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Desa,Kecamatan Purwoasri,Woromarto
05/20/2025 11:44:53.711 GMT+07:00,"-7,63540398061","112,14374262800",Musholla,AL HIDAYAH,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Desa,Kecamatan Purwoasri,Klampitan
05/20/2025 11:46:20.786 GMT+07:00,"-7,63426151965","112,14227210700",Musholla,AL MUKHSININ,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Desa,Kecamatan Purwoasri,Klampitan
05/20/2025 11:47:14.969 GMT+07:00,"-7,63514146131","112,14520979700",Masjid,AN NUR,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Desa,Kecamatan Purwoasri,Klampitan
05/20/2025 11:49:28.862 GMT+07:00,"-7,63162600604","112,14506194000",Gereja Kristen,JEMAAT KRISTUS,C Desa/Petok,Diluar Agama Islam,Daftar dari C Desa/Petok,Tidak ada,Sudah,BPN,Kecamatan Purwoasri,Klampitan
05/20/2025 11:52:13.976 GMT+07:00,"-7,63065367703","112,15385623300",Masjid,MIFTAKHUL JANNAH,SHM,BH NU,Wakaf Seluruhnya,Tidak ada,Belum,Tidak Ada,Kecamatan Purwoasri,Klampitan
05/20/2025 11:54:08.004 GMT+07:00,"-7,62966506219","112,15061478300",Masjid,AISYIYAH,SHW,BH Muhammadiyah,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,PIC Badan Keagamaan,Kecamatan Purwoasri,Klampitan
05/20/2025 11:57:16.920 GMT+07:00,"-7,63250794688","112,14464888000",Masjid,FATKHUL JANNAH,C Desa/Petok,BH LDII,Perlu Konfirmasi,Tidak ada,Belum,Tidak Ada,Kecamatan Purwoasri,Klampitan
05/20/2025 12:00:22.032 GMT+07:00,"-7,63517934435","112,14528422800",Masjid,teras masjid annur,SHM,BH NU,Wakaf Sebagian,Tidak ada,Belum,Tidak Ada,Kecamatan Purwoasri,Klampitan
05/20/2025 12:02:09.539 GMT+07:00,"-7,63061213824","112,14264459900",Musholla,BAITUL GHUFRON,SHM,BH NU,Wakaf Sebagian,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Purwoasri,Klampitan
05/20/2025 12:12:47.440 GMT+07:00,"-7,63189151918","112,14379526700",Musholla,AL IKHSAN,Perlu Konfirmasi,BH NU,Perlu Konfirmasi,Tidak ada,Belum,Tidak Ada,Kecamatan Purwoasri,Klampitan
05/20/2025 12:21:20.925 GMT+07:00,"-7,63334070381","112,14318137600",Musholla,AL MUHAJIRIN,SHM,BH NU,Wakaf Seluruhnya,Tidak ada,Belum,Tidak Ada,Kecamatan Purwoasri,Klampitan
05/20/2025 14:04:19.763 GMT+07:00,"-7,63645904275","112,12510597000",Musholla,AL IKHLAS,SHM,BH NU,Wakaf Seluruhnya,Tidak ada,Sudah,BPN,Kecamatan Purwoasri,Bulu
05/20/2025 14:06:03.862 GMT+07:00,"-7,63547409715","112,12326463300",Musholla,BAITUL 'ULA,SHW,BH LDII,Perlu Konfirmasi,Tidak ada,Belum,Tidak Ada,Kecamatan Purwoasri,Bulu
05/20/2025 14:07:16.503 GMT+07:00,"-7,63501684675","112,12089724800",Musholla,AL MAGHFIROH,Perlu Konfirmasi,BH NU,Perlu Konfirmasi,Tidak ada,Belum,Tidak Ada,Kecamatan Purwoasri,Bulu
05/20/2025 14:09:11.164 GMT+07:00,"-7,63419838185","112,12340243200",Musholla,AL MISBHUDIN,SHW,BH NU,Ganti Nadzir,Tidak ada,Sudah,BPN,Kecamatan Purwoasri,Bulu
05/20/2025 14:11:56.306 GMT+07:00,"-7,63261461727","112,12660934800",Musholla,AN NUR,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,PIC Badan Keagamaan,Kecamatan Purwoasri,Bulu
05/20/2025 14:13:36.490 GMT+07:00,"-7,63078161458","112,12648227800",Musholla,AL MUTTAQIN,SHW,BH NU,Ganti Nadzir,Tidak ada,Sudah,BPN,Kecamatan Purwoasri,Bulu
