_REC_TIME,gen_LATI,gen_LONG,Penggunaan,Pengenal,Status_T_1,Affilias_1,Potensi__1,HKM,Status_P_1,Posisi_B_1,KECAMATAN,DESA
05/22/2025 10:54:25.530 GMT+07:00,"-7,72668924671","112,27749835700",Musholla,MUSHOLLA AT TAUBAH,SHM,BH NU,Wakaf Sebagian,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kandangan,Jerukwangi
05/22/2025 10:57:51.786 GMT+07:00,"-7,72775836795","112,27801535300",Musholla,MUSHOLLA BAITUR ROHMIN,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kandangan,Jerukwangi
05/22/2025 11:00:41.201 GMT+07:00,"-7,72760266743","112,27670368300",Musholla,MUSHOLLA BAITUL ROHIM,SHM,Perorangan/Desa,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kandangan,Jerukwangi
05/22/2025 11:03:24.072 GMT+07:00,"-7,72761916279","112,27451942900",Musholla,MUSHOLLA NURUL HUDA,C Desa/Petok,BH NU,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kandangan,Jerukwangi
05/22/2025 11:05:34.290 GMT+07:00,"-7,72755670398","112,27377712700",Masjid,MASJID AL-MUHAJIRIN,SHW,Yayasan,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kandangan,Jerukwangi
05/22/2025 11:08:28.921 GMT+07:00,"-7,72829392502","112,27682579300",Musholla,MUSHOLLA AL HIDAYAH,SHM,BH NU,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kandangan,Jerukwangi
05/22/2025 11:14:15.659 GMT+07:00,"-7,72865638778","112,27791074700",Musholla,MUSHOLLA DARUSSALAM,SHM,BH NU,Wakaf Sebagian,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kandangan,Jerukwangi
05/22/2025 11:17:29.413 GMT+07:00,"-7,72868761764","112,27870468100",Musholla,MUSHOLLA AL HIKMAH,SHM,BH NU,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kandangan,Jerukwangi
05/22/2025 11:21:37.168 GMT+07:00,"-7,73002251822","112,27873653200",Masjid,MASJID DARUL MUTTAQIN,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kandangan,Jerukwangi
05/22/2025 11:24:44.133 GMT+07:00,"-7,72977733156","112,27668598300",Musholla,MUSHOLLA BAITURRAHMAN,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kandangan,Jerukwangi
05/22/2025 11:27:15.877 GMT+07:00,"-7,72962683181","112,27755971300",Musholla,MUSHOLLA SABILIL HUDA,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kandangan,Jerukwangi
05/22/2025 11:30:58.314 GMT+07:00,"-7,72768128976","112,28020168800",Masjid,MASJID BAITURRAHIM,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kandangan,Jerukwangi
05/22/2025 11:39:17.045 GMT+07:00,"-7,72995175327","112,27849613900",Pendidikan,TK KUSUMA MULIA JERUKWANGI,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kandangan,Jerukwangi
05/22/2025 11:41:24.793 GMT+07:00,"-7,73025673856","112,27887231900",Pendidikan,SDI JERUKWANGI,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kandangan,Jerukwangi
22-05-2025 11:00:25.161 +0700,"-7,74444844874","112,25955540600",Musholla,Mushola pribadi Hj Sodin,SHM,Perorangan/Desa,,,Tidak ada,Tidak Ada,Kecamatan Kandangan,Kemiri
22-05-2025 11:04:42.982 +0700,"-7,74572917236","112,26009782500",Musholla,Nurul Islam,SHM,,Wakaf Sebagian,HKM biaya,Tidak ada,,Kecamatan Kandangan,Kemiri
22-05-2025 11:06:59.635 +0700,"-7,74610822941","112,26207930200",Masjid,Darusaalam,SHM,,"Tidak ada, SHAT sesuai",Tidak ada,,,Kecamatan Kandangan,Kemiri
22-05-2025 11:09:27.765 +0700,"-7,74716719641","112,26414137200",Musholla,Nurul Jaddid,SHP,BH NU,"Tidak ada, tidak bersedia",,Tidak ada,,Kecamatan Kandangan,Kemiri
22-05-2025 11:13:20.811 +0700,"-7,74526654312","112,26450035100",Musholla,Sabilil Huda,SHW,,"Tidak ada, SHAT sesuai",Tidak ada,,,Kecamatan Kandangan,Kemiri
22-05-2025 11:16:48.300 +0700,"-7,74893573210","112,26661054500",Musholla,Darul Mutaqin,SHM,,Wakaf Sebagian,,Tidak ada,,Kecamatan Kandangan,Kemiri
22-05-2025 11:19:57.498 +0700,"-7,75208936044","112,27023518400",Masjid,Al Huda,SHW,,Wakaf Seluruhnya,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kandangan,Kemiri
22-05-2025 11:23:55.748 +0700,"-7,75027196368","112,26611652300",Musholla,Fajar Shodiq,SHW,,"Tidak ada, SHAT sesuai",Tidak ada,,,Kecamatan Kandangan,Kemiri
22-05-2025 11:26:27.836 +0700,"-7,75231096688","112,26586622200",Masjid,Al Bajuri,SHW,,"Tidak ada, SHAT sesuai",Tidak ada,,,Kecamatan Kandangan,Kemiri
22-05-2025 11:28:56.677 +0700,"-7,75252144331","112,26483802300",Musholla,Pribadi Fatik,SHM,Yayasan,Wakaf Sebagian,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kandangan,Kemiri
22-05-2025 11:32:01.159 +0700,"-7,75076779230","112,26477741800",Musholla,Roudlatus Salamah,SHW,,"Tidak ada, SHAT sesuai",Tidak ada,,,Kecamatan Kandangan,Kemiri
22-05-2025 11:48:07.590 +0700,"-7,75374190696","112,26232397800",Pertanian,Kemaslahatan Al Bajuri,SHW,,"Tidak ada, SHAT sesuai",Tidak ada,,,Kecamatan Kandangan,Kemiri
22-05-2025 11:57:37.863 +0700,"-7,74929033658","112,26002352700",Lainnya,Kemaslahatan sawah masjid Al bajuri,SHW,,"Tidak ada, SHAT sesuai",,,,Kecamatan Kandangan,Kemiri
22-05-2025 12:06:04.534 +0700,"-7,74814984424","112,25884951500",Lainnya,Sawah Kemaslahatan masjid darusalam,SHW,,"Tidak ada, SHAT sesuai",Tidak ada,,,Kecamatan Kandangan,Kemiri
22-05-2025 12:13:13.313 +0700,"-7,74370661327","112,26139782700",Lainnya,sawah Mushola Nurul Islam,SHW,,"Tidak ada, SHAT sesuai",Tidak ada,,,Kecamatan Kandangan,Kemiri
22-05-2025 12:14:17.210 +0700,"-7,74389628479","112,26149617100",Lainnya,sawah masjid darusalam,SHW,,,Tidak ada,,,Kecamatan Kandangan,Kemiri
22-05-2025 12:26:41.380 +0700,"-7,75099997297","112,25735595700",Masjid,Baiturrohman,SHW,Perorangan/Desa,"Tidak ada, SHAT sesuai",,,,Kecamatan Kandangan,Kemiri
22-05-2025 12:29:27.628 +0700,"-7,74972477658","112,25868727200",Musholla,Darussalam Gontor,SHW,Yayasan,"Tidak ada, SHAT sesuai",,,,Kecamatan Kandangan,Kemiri
22-05-2025 12:32:47.619 +0700,"-7,75204374772","112,25640498600",Musholla,Baitul Amin,SHW,Perorangan/Desa,"Tidak ada, SHAT sesuai",,,,Kecamatan Kandangan,Kemiri
22-05-2025 12:35:38.038 +0700,"-7,75269940835","112,25626171500",Musholla,Baiturrohmin,SHW,,"Tidak ada, SHAT sesuai",Tidak ada,,,Kecamatan Kandangan,Kemiri
21-05-2025 09:15:51.644 +0700,"-7,75852471744","112,19254755700",Masjid,Masjid Darus Sholihi,SHW,,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Pare,Tulungrejo
21-05-2025 09:21:13.444 +0700,"-7,75783055234","112,19361712100",Masjid,Masjid Nur Abdullah,C Desa/Petok,,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Pare,Tulungrejo
21-05-2025 09:23:27.976 +0700,"-7,75785964631","112,19433562400",Masjid,Masjid Al Hidayah,SHW,,Ganti Nadzir,Tidak ada,Sudah,PIC Badan Keagamaan,Kecamatan Pare,Tulungrejo
21-05-2025 10:27:44.149 +0700,"-7,76022562142","112,19362044000",Musholla,Musholla Baiturrohman,SHW,Perorangan/Desa,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Pare,Tulungrejo
21-05-2025 10:35:51.784 +0700,"-7,75933000008","112,18974354300",Masjid,Masjid As Salman,C Desa/Petok,,Daftar dari C Desa/Petok,Tidak ada,Belum,Tidak Ada,Kecamatan Pare,Tulungrejo
21-05-2025 11:39:07.230 +0700,"-7,76461330756","112,19310521500",Masjid,Masjid Tanbihul Ghofilin,SHW,,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Pare,Pare
21-05-2025 11:45:35.965 +0700,"-7,75923026976","112,19320296200",Musholla,Musholla Attawabin,SHW,,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Pare,Tulungrejo
21-05-2025 12:11:33.957 +0700,"-7,75462652869","112,18083284800",Masjid,Masjid Darul Falah,SHW,,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Pare,Tulungrejo
21-05-2025 16:11:25.795 +0700,"-7,76587384770","112,19212520700",Masjid,Masjid Al Amaan,C Desa/Petok,Pemerintah,,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Pare,Pare
21-05-2025 16:15:42.981 +0700,"-7,76311085158","112,19147400500",Masjid,Masjid Al Mabrur Plongko Kec Pare,C Desa/Petok,,,Tidak ada,Belum,Tidak Ada,Kecamatan Pare,Pare
21-05-2025 16:17:58.980 +0700,"-7,76314026661","112,19133404300",Musholla,Musholla Asfani,C Desa/Petok,,,Tidak ada,Belum,Tidak Ada,Kecamatan Pare,Pare
21-05-2025 16:21:13.683 +0700,"-7,76488813138","112,18933186000",Musholla,Musholla Al Hikmah,C Desa/Petok,BH NU,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Pare,Tulungrejo
21-05-2025 16:29:28.793 +0700,"-7,76657039960","112,19095898700",Musholla,Musholla Stm Candra Bhirawa,C Desa/Petok,Pemerintah,,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Pare,Pare
21-05-2025 16:34:36.716 +0700,"-7,76503342585","112,19534036900",Musholla,Musholla Al Maghfur,C Desa/Petok,,,Tidak ada,Belum,Tidak Ada,Kecamatan Pare,Pare
21-05-2025 16:38:37.565 +0700,"-7,76626367863","112,19619280800",Masjid,Masjid At Taqwa,C Desa/Petok,,,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Pare,Pare
21-05-2025 16:43:19.053 +0700,"-7,76374803924","112,19318141000",Musholla,Musholla  Haji Dahlan,C Desa/Petok,BH NU,,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Pare,Tulungrejo
21-05-2025 16:46:17.246 +0700,"-7,76417303366","112,19406282700",Musholla,Musholla Al Mubarokah,C Desa/Petok,,,Tidak ada,Belum,Tidak Ada,Kecamatan Pare,Tulungrejo
21-05-2025 16:49:19.887 +0700,"-7,76354812804","112,19528720300",Musholla,Musholla Kalijaga,C Desa/Petok,,,Tidak ada,Belum,Tidak Ada,Kecamatan Pare,Pare
21-05-2025 16:52:48.894 +0700,"-7,76397526195","112,19615891500",Musholla,Musholla Darussalam,C Desa/Petok,,,Tidak ada,Belum,Tidak Ada,Kecamatan Pare,Pare
21-05-2025 16:59:45.998 +0700,"-7,76639009363","112,19875546200",Musholla,Musholla Roudlotul Jannah,C Desa/Petok,,,Tidak ada,Belum,Tidak Ada,Kecamatan Pare,Pare
21-05-2025 17:02:03.837 +0700,"-7,76510262688","112,19757107500",Musholla,Musholla Darul Muslimin,C Desa/Petok,BH Muhammadiyah,,Tidak ada,Belum,Tidak Ada,Kecamatan Pare,Pare
21-05-2025 17:06:43.014 +0700,"-7,76708009307","112,19777075800",Masjid,Masjid Ar Fachruddin,C Desa/Petok,BH Muhammadiyah,,Tidak ada,Belum,Tidak Ada,Kecamatan Pare,Pare
21-05-2025 17:10:07.254 +0700,"-7,76824877466","112,19980088000",Musholla,Musholla Wakasi,SHW,,"Tidak ada, SHAT sesuai",HKM SHAT hilang,Tidak ada,Tidak Ada,Kecamatan Pare,Pare
21-05-2025 17:17:51.151 +0700,"-7,76975458061","112,20119625500",Masjid,Masjid Al Ikhlas,SHW,,,Tidak ada,Belum,Tidak Ada,Kecamatan Pare,Pare
21-05-2025 17:20:34.294 +0700,"-7,76973132594","112,20196864400",Musholla,Musholla Darussalam,C Desa/Petok,,,Tidak ada,Belum,Tidak Ada,Kecamatan Pare,Pare
21-05-2025 17:25:45.619 +0700,"-7,77103476644","112,20329739800",Musholla,Musholla Al Mursyid,C Desa/Petok,,,Tidak ada,Belum,Tidak Ada,Kecamatan Pare,Pare
21-05-2025 17:30:49.358 +0700,"-7,76198952200","112,21034569000",Musholla,Musholla Roudlotul Tabiin,C Desa/Petok,,,Tidak ada,Belum,Tidak Ada,Kecamatan Pare,Pare
21-05-2025 17:35:03.188 +0700,"-7,76287140079","112,20405824800",Musholla,Musholla Miftakhul Jannah,SHW,,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Pare,Pare
21-05-2025 17:39:53.985 +0700,"-7,76321018170","112,19942919800",Musholla,Musholla Arrohmah,SHW,,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Pare,Pare
05/22/2025 08:48:13.555 GMT+07:00,"-7,76366870645","112,27332819300",Musholla,musholla baiturrahman,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Sudah,PIC Badan Keagamaan,Kecamatan Kepung,Damarwulan
05/22/2025 08:50:04.052 GMT+07:00,"-7,76335078801","112,27388106300",Musholla,musholla Mambaul hikam,SHM,BH NU,Wakaf Seluruhnya,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 08:56:15.631 GMT+07:00,"-7,76247609570","112,27298151700",Musholla,musholla baiturrahman,SHM,BH NU,Wakaf Sebagian,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 08:57:11.937 GMT+07:00,"-7,76265947286","112,27237533800",Musholla,musholla pondok jam'iyyatul muttahidin,SHM,BH NU,Perlu Konfirmasi,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 09:00:30.937 GMT+07:00,"-7,76124760469","112,27184660700",Musholla,baiturrahman arah klampisan,SHM,BH NU,Wakaf Sebagian,HKM biaya,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 09:02:10.678 GMT+07:00,"-7,76084098612","112,27252353000",Musholla,musholla pak mostofa,SHM,BH NU,Wakaf Sebagian,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 09:03:43.382 GMT+07:00,"-7,76081671702","112,27314151700",Pendidikan,TPQ Mambaul ulum,SHM,BH NU,Wakaf Sebagian,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 09:06:18.014 GMT+07:00,"-7,76147084610","112,27398667500",Masjid,masjid hidayatua sholihin,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 09:08:13.296 GMT+07:00,"-7,76186085419","112,27521110300",Musholla,musholla al ismail,SHM,BH NU,Perlu Konfirmasi,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 09:09:41.816 GMT+07:00,"-7,76145224273","112,27557219600",Musholla,mushola al aamiin,SHW,BH NU,Daftar dari C Desa/Petok,Tidak ada,Sudah,Desa,Kecamatan Kepung,Damarwulan
05/22/2025 09:11:01.763 GMT+07:00,"-7,76003040468","112,27592255900",Musholla,mushola pak muntaha,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 09:12:02.105 GMT+07:00,"-7,75989087756","112,27552894500",Musholla,mushola baitul mutaqin,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 09:15:31.282 GMT+07:00,"-7,75890754804","112,27515544700",Musholla,mushola bu afifah,SHM,BH NU,Perlu Konfirmasi,HKM sengketa batas,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 09:16:58.815 GMT+07:00,"-7,75833482289","112,27520138000",Musholla,mushola ar rohman,SHW,BH NU,Wakaf Seluruhnya,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kandangan,Klampisan
05/22/2025 09:20:03.985 GMT+07:00,"-7,76052206944","112,27802675200",Musholla,mushola Ibnu hajar,Perlu Konfirmasi,BH NU,Perlu Konfirmasi,Tidak ada,Tidak ada,BPN,Kecamatan Kepung,Damarwulan
05/22/2025 09:21:39.203 GMT+07:00,"-7,76139975469","112,27779138800",Musholla,musholla pak huda,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 09:23:16.794 GMT+07:00,"-7,76214854282","112,27666385500",Musholla,musholla al manar,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 09:24:19.310 GMT+07:00,"-7,76176983021","112,27622933700",Musholla,musholla pak toilah,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Sudah,BPN,Kecamatan Kepung,Damarwulan
05/22/2025 09:26:16.736 GMT+07:00,"-7,76291493697","112,27570563600",Musholla,musholla baitul iza,SHM,BH NU,Wakaf Sebagian,Tidak ada,Sudah,PIC Badan Keagamaan,Kecamatan Kepung,Damarwulan
05/22/2025 09:27:54.495 GMT+07:00,"-7,76359695134","112,27653142100",Masjid,masjid baitul mutaqin,SHW,BH NU,Wakaf Seluruhnya,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 09:30:15.116 GMT+07:00,"-7,76253755357","112,27888505900",Musholla,musholla sunan kalijaga,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 09:31:53.339 GMT+07:00,"-7,76366339055","112,27707188600",Musholla,musholla al idris,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 09:35:21.084 GMT+07:00,"-7,76297107985","112,27878682300",Pendidikan,TPQ sunan kalijaga,SHW,BH NU,Wakaf Seluruhnya,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 09:39:18.921 GMT+07:00,"-7,76516361711","112,27738637500",Musholla,musholla darus salamah,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 09:40:42.992 GMT+07:00,"-7,76474975000","112,27818501700",Musholla,musholla darul fatiqin,SHW,BH NU,Daftar dari C Desa/Petok,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 09:43:11.788 GMT+07:00,"-7,76421152644","112,27890014600",Lainnya,tanah sawah untuk kesejahteraan mushola darul fatiqin,SHW,BH NU,Wakaf Seluruhnya,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 09:43:14.130 GMT+07:00,"-7,76435271191","112,27933500000",Lainnya,tanah sawah untuk kesejahteraan mushola darul fatiqin,SHW,BH NU,Wakaf Seluruhnya,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 09:46:32.273 GMT+07:00,"-7,76622400324","112,27901548100",Pendidikan,yayasan as salimiyah,SHW,BH NU,Wakaf Seluruhnya,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 09:48:32.170 GMT+07:00,"-7,76633263324","112,27850720300",Musholla,mushola baitus solihin,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Sudah,PIC Badan Keagamaan,Kecamatan Kepung,Damarwulan
05/22/2025 09:49:59.092 GMT+07:00,"-7,76720964221","112,27982886100",Musholla,mushola baiturrahmah,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 09:50:47.650 GMT+07:00,"-7,76889023859","112,28058222700",Lainnya,tanah sawah untuk kesejahteraan masjid hidayatus sholihin,SHW,BH NU,Wakaf Seluruhnya,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 09:53:30.495 GMT+07:00,"-7,76812684458","112,28173054800",Musholla,musholla kedung ringin,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 09:57:17.522 GMT+07:00,"-7,77032732824","112,28357758400",Musholla,musholla baitus sholihin,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 09:59:11.180 GMT+07:00,"-7,77157306734","112,28362083400",Masjid,mushola Jamiatul mudakirin,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 10:00:28.640 GMT+07:00,"-7,77196871329","112,28437084700",Pendidikan,tk Kusuma mulia,SHW,BH NU,Wakaf Seluruhnya,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 10:01:42.363 GMT+07:00,"-7,77230855000","112,28376064400",Musholla,musholla sabilillha,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 10:02:21.492 GMT+07:00,"-7,77244740802","112,28411536700",Masjid,masjid ussisa  ala taqwa,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 10:03:21.630 GMT+07:00,"-7,77186340717","112,28530291500",Lainnya,kesejahteraan MASJID,SHW,BH NU,Wakaf Seluruhnya,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 10:04:44.980 GMT+07:00,"-7,77357022868","112,28614982200",Lainnya,kesejahteraan NU,SHW,BH NU,Wakaf Seluruhnya,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 10:06:58.379 GMT+07:00,"-7,77383997134","112,28475574400",Musholla,musholla baitul atiq,SHM,BH NU,Wakaf Sebagian,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 10:08:31.202 GMT+07:00,"-7,77425853560","112,28453110900",Musholla,mushola al firdaus,SHM,Perorangan/Desa,Wakaf Sebagian,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 10:09:42.184 GMT+07:00,"-7,77445253825","112,28515975200",Musholla,musholla al islah,SHM,Perorangan/Desa,Wakaf Sebagian,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 10:11:02.971 GMT+07:00,"-7,77571886104","112,28567373000",Masjid,musholla pak koyin,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 10:11:58.916 GMT+07:00,"-7,77739410915","112,28648241600",Musholla,musholla al badar,SHW,BH NU,Wakaf Seluruhnya,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 10:13:53.713 GMT+07:00,"-7,78231317861","112,28749293800",Musholla,musholla al amin,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 10:18:41.893 GMT+07:00,"-7,77819336183","112,27509141000",Lainnya,kesejahteraan NU,SHW,BH NU,Wakaf Seluruhnya,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 10:18:43.776 GMT+07:00,"-7,77837473800","112,27537840600",Lainnya,kesejahteraan NU,SHW,BH NU,Wakaf Seluruhnya,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 10:18:49.830 GMT+07:00,"-7,78243210316","112,27515008300",Lainnya,kesejahteraan NU,SHW,BH NU,Wakaf Seluruhnya,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 10:18:59.108 GMT+07:00,"-7,78199660376","112,27715302300",Lainnya,kesejahteraan NU,SHW,BH NU,Wakaf Seluruhnya,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 10:19:01.721 GMT+07:00,"-7,78363860844","112,27678991900",Lainnya,kesejahteraan NU,SHW,BH NU,Wakaf Seluruhnya,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 10:22:02.628 GMT+07:00,"-7,77926401282","112,28561203900",Musholla,musholla ar Rahman,SHM,BH NU,Wakaf Sebagian,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 10:25:14.917 GMT+07:00,"-7,78055025289","112,28417202800",Lainnya,kesejahteraan NU,SHW,BH NU,Wakaf Seluruhnya,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 10:25:51.352 GMT+07:00,"-7,77988919633","112,28362653400",Lainnya,kesejahteraan NU,SHW,BH NU,Wakaf Seluruhnya,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 10:25:53.218 GMT+07:00,"-7,78053995476","112,28350717600",Lainnya,kesejahteraan NU,SHW,BH NU,Wakaf Seluruhnya,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 10:29:55.171 GMT+07:00,"-7,78385851606","112,27807134400",Lainnya,kesejahteraan NU,SHW,BH NU,Wakaf Seluruhnya,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 10:30:33.874 GMT+07:00,"-7,78375620199","112,27190896900",Lainnya,kesejahteraan NU,SHW,BH NU,Wakaf Seluruhnya,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 10:31:15.976 GMT+07:00,"-7,78422724259","112,28083401900",Lainnya,kesejahteraan NU,SHW,BH NU,Wakaf Seluruhnya,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
05/22/2025 10:32:16.825 GMT+07:00,"-7,78567424457","112,27059938000",Lainnya,kesejahteraan NU,SHW,BH NU,Wakaf Seluruhnya,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kepung,Damarwulan
